season,event_code,league,zone_name,group_name,team_id,team_name,college_name,player_rank,player_score
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,W,142,HerKules,香港大学,1,6
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,A,164,风暴,华北科技学院,4,2
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,A,183,Born of Fire,南京航空航天大学金城学院,5,1
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,A,165,北洋机甲,天津大学,2,2
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,A,1513,野狼,广州城市理工学院,8,0
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,A,76,RPS,中国石油大学（华东）,1,3
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,A,8,创梦之翼,哈尔滨工程大学,6,1
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,782,木鸢Birdiebot,上海工程技术大学,3,2
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,2815,军临,国防科技大学,7,0
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,682,RoboWalker,中国科学技术大学,4,2
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,47,ACE,东莞理工学院,8,0
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,4,Alliance,南京理工大学,6,1
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,755,Adam,齐鲁工业大学,1,3
2024,2024RMUC,RMUC,港澳台及海外赛区&复活赛第一赛段,B,239,凌BUG,大连理工大学,5,1
2024,2024RMUC,RMUC,复活赛第二赛段,C,165,北洋机甲,天津大学,7,0
2024,2024RMUC,RMUC,复活赛第二赛段,C,164,风暴,华北科技学院,3,2
2024,2024RMUC,RMUC,复活赛第二赛段,C,782,木鸢Birdiebot,上海工程技术大学,1,3
2024,2024RMUC,RMUC,复活赛第二赛段,C,682,RoboWalker,中国科学技术大学,5,1
2024,2024RMUC,RMUC,复活赛第二赛段,C,133,ENTERPRIZE,香港科技大学,4,2
2024,2024RMUC,RMUC,复活赛第二赛段,C,142,HerKules,香港大学,8,0
2024,2024RMUC,RMUC,全国赛,A,132,追梦,北京理工大学,6,3
2024,2024RMUC,RMUC,全国赛,A,830,RoboBraver,电子科技大学中山学院,10,2
2024,2024RMUC,RMUC,全国赛,A,2188,GIRT,桂林信息科技学院,11,2
2024,2024RMUC,RMUC,全国赛,A,195,Hello World,浙江大学,3,3
2024,2024RMUC,RMUC,全国赛,A,65,I Hiter,哈尔滨工业大学,12,1
2024,2024RMUC,RMUC,全国赛,A,38,Evolution,桂林电子科技大学,4,3
2024,2024RMUC,RMUC,全国赛,A,159,ARTINX,南方科技大学,9,2
2024,2024RMUC,RMUC,全国赛,A,1495,南工骁鹰,哈尔滨工业大学（深圳）,15,0
2024,2024RMUC,RMUC,全国赛,A,76,RPS,中国石油大学（华东）,1,3
2024,2024RMUC,RMUC,全国赛,A,738,HERO,哈尔滨工业大学（威海）,16,0
2024,2024RMUC,RMUC,全国赛,A,124,Taurus,华南农业大学,5,3
2024,2024RMUC,RMUC,全国赛,A,71,IRobot,西安电子科技大学,14,1
2024,2024RMUC,RMUC,全国赛,A,698,笃行,西安交通大学,2,3
2024,2024RMUC,RMUC,全国赛,A,245,3SE,东南大学,7,3
2024,2024RMUC,RMUC,全国赛,A,782,木鸢Birdiebot,上海工程技术大学,13,1
2024,2024RMUC,RMUC,全国赛,B,148,交龙,上海交通大学,1,3
2024,2024RMUC,RMUC,全国赛,B,17,TDT,东北大学,6,3
2024,2024RMUC,RMUC,全国赛,B,453,DynamicX,广东工业大学,7,3
2024,2024RMUC,RMUC,全国赛,B,26,RobotPilots,深圳大学,4,3
2024,2024RMUC,RMUC,全国赛,B,114,TRoMaC,太原理工大学,3,3
2024,2024RMUC,RMUC,全国赛,B,53,狼牙,华中科技大学,13,1
2024,2024RMUC,RMUC,全国赛,B,95,Passion,南昌大学,8,3
2024,2024RMUC,RMUC,全国赛,B,179,华南虎,华南理工大学,2,3
2024,2024RMUC,RMUC,全国赛,B,29,火线,太原工业学院,5,3
2024,2024RMUC,RMUC,全国赛,B,92,NewMaker,太原科技大学,16,0
2024,2024RMUC,RMUC,全国赛,B,755,Adam,齐鲁工业大学,12,1
2024,2024RMUC,RMUC,全国赛,B,151,FYT,中南大学,10,2
2024,2024RMUC,RMUC,全国赛,B,96,IMCA,五邑大学,14,1
2024,2024RMUC,RMUC,全国赛,B,672,PIE,首都师范大学,9,2
2024,2024RMUC,RMUC,全国赛,B,666,TARS_Go,吉林大学,11,2
