team_key,school_key,college_name,team_name,shape_rank,preferred_region,admitted_region,seed_rank_in_region,seed_tier,ranking_source,ranking_global_rank,ranking_score,rank_score_2024_damped_component,rank_score_2025_damped_component,z_25game,robot_stage_count,robot_stage_reliability,z_robot25_raw_unshrunk,robot_raw_score,z_robot25_raw,z_26rmul_raw,z_26rmul,rmul_reliability,z_form,z_hist,tilde_z_hist,n_matches_2024_rmuc,n_matches_2025_rmuc,n_matches_2026_rmul,n_eff,n_eff_history,H,prior_score,prior_mu,long_term_mu,history_mu,history_weight,recent_form_mu,recent_form_mu_calibrated,recent_anchor_mu,recent_momentum,recent_level_gap,level_adjustment,momentum_adjustment,shape_adjustment,level_weight,momentum_weight,recent_weight,recent_reliability,recent_adjustment,peer_match_count,peer_consistency_adjustment,new_school_compensation,old_history_decay,recent_gap,level_gap,history_mu_start_2024,history_mu_end_2024,history_mu_start_2025,history_mu_end_2025,history_mu_start_2026_rmul,history_mu_end_2026_rmul,recent_form_mu_start_2025,recent_form_mu_end_2025,recent_form_mu_start_2026_rmul,recent_form_mu_end_2026_rmul,coverage_2025,effective_scale_2024,effective_rho_2024_to_2025,effective_rho_2025_to_2026,group_summary_2024_damped_component,evidence_mu,evidence_weight,disagreement_mu,rating_model_version,mu0,sigma0
中南大学::FYT,中南大学,中南大学,FYT,21,南部赛区,南部赛区,10,tier2,1884,22,15.5,0.346757,1.085229,2.090456,2,0.755929,0.115013,0.086942,0.12839,1.952843,1.012589,0.518521,0.791639,1.11903,3.0,10,11,7,15.95,15.95,1.11903,0.791639,1563.331089,1618.367987,1618.367987,0.841689,1618.319931,1618.319931,1523.416832,94.903099,-0.048056,-0.008327,36.686124,5.088924,0.173282,0.386564,0.386564,0.83205,36.677797,13,-2.035118,0.0,0.003182,94.903099,0.048056,1507.888732,1512.834132,1557.606842,1536.594386,1596.599125,1618.367987,1555.511928,1523.416832,1576.883231,1618.319931,0.856349,22.75,0.2352,0.804968,0.312602,1618.367987,0.841689,152.026355,dynamic_school_elo_v4_balance_adjusted,1658.096408,58.257035
江南大学霞客湾校区::SHARK,江南大学霞客湾校区,江南大学霞客湾校区,SHARK,22,东部赛区,东部赛区,32,unseeded,1884,220,3.125,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.99823,1.554644,0.518521,0.756498,-0.036407,1.782203,0,0,7,2.45,2.45,-0.036407,0.756498,1560.519843,1541.002794,1541.002794,0.449541,1558.860102,1558.860102,1493.957717,64.902385,17.857308,2.987978,29.855097,5.888215,0.167325,0.46,0.46,0.68313,32.843075,5,4.919109,8.427732,0.0,64.902385,17.857308,1500.0,1500.0,1500.0,1500.0,1497.81557,1541.002794,1493.957717,1493.957717,1491.982038,1558.860102,0.0,22.75,0.2352,0.0,0.0,1541.002794,0.449541,115.623583,dynamic_school_elo_v4_balance_adjusted,1593.080925,76.110625
哈尔滨工业大学::I Hiter,哈尔滨工业大学,哈尔滨工业大学,I Hiter,23,北部赛区,北部赛区,2,tier1,1884,9,19.3,1.05,1.2,3.0,2,0.755929,0.312338,0.236105,0.502442,-0.875374,-0.372493,0.425525,0.722268,1.73832,3.0,11,15,3,18.8,18.8,1.73832,0.722268,1557.781421,1665.567805,1665.567805,0.862385,1639.968085,1639.968085,1595.084872,44.883212,-25.59972,-4.435971,17.350235,4.642984,0.173282,0.386564,0.386564,0.83205,12.914264,16,2.312685,0.0,1.784655,44.883212,25.59972,1523.8875,1542.419079,1569.660821,1597.31929,1685.581449,1665.567805,1561.257772,1595.084872,1667.361107,1639.968085,0.888523,22.75,0.2352,0.835212,0.243008,1665.567805,0.862385,182.366657,dynamic_school_elo_v4_balance_adjusted,1683.653083,53.742868
沈阳理工大学::Ambition,沈阳理工大学,沈阳理工大学,Ambition,24,北部赛区,北部赛区,17,unseeded,1884,51,9.505,0.125386,0.216178,-1.399511,1,0.632456,-0.216624,-0.137005,-0.433193,1.734038,0.899135,0.518521,0.688864,-0.392602,-0.294442,2,8,7,10.95,10.95,-0.392602,0.688864,1555.10909,1489.50831,1489.50831,0.784946,1494.593668,1494.593668,1474.235534,20.358134,5.085357,0.876222,7.829857,4.581692,0.172303,0.384606,0.384606,0.807573,8.706079,11,1.707108,0.0,0.0,20.358134,5.085357,1502.852534,1481.098939,1502.256424,1481.723374,1462.416435,1489.50831,1501.5149,1474.235534,1458.48197,1494.593668,0.816497,22.75,0.2352,0.767507,-0.569858,1489.50831,0.784946,92.751379,dynamic_school_elo_v4_balance_adjusted,1504.503189,53.869952
深圳大学::RobotPilots,深圳大学,深圳大学,RobotPilots,25,南部赛区,南部赛区,5,tier1,1884,6,20.0,1.05,1.2,3.0,2,0.755929,0.239401,0.18097,0.364181,-0.850905,-0.362081,0.425525,0.656211,1.666941,3.0,15,15,3,19.8,19.8,1.666941,0.656211,1552.496888,1661.499828,1661.499828,0.868421,1624.217497,1624.217497,1579.133245,45.084252,-37.282331,-6.460357,17.42795,4.21835,0.173282,0.386564,0.386564,0.83205,10.967592,16,1.284476,0.0,2.659333,45.084252,37.282331,1523.8875,1588.224034,1584.079698,1596.753888,1680.826445,1661.499828,1565.368529,1579.133245,1651.015025,1624.217497,0.888523,22.75,0.2352,0.835212,0.795364,1661.499828,0.868421,195.313333,dynamic_school_elo_v4_balance_adjusted,1675.310913,54.120576
合肥工业大学(宣城校区)::WDR,合肥工业大学(宣城校区),合肥工业大学(宣城校区),WDR,26,东部赛区,东部赛区,19,unseeded,1884,65,8.415,0.0,0.336432,0.996511,1,0.632456,-0.420363,-0.265861,-0.75632,2.621497,1.3593,0.518521,0.624244,0.375057,2.81592,2,5,7,7.95,7.95,0.375057,0.624244,1549.939498,1566.63584,1566.63584,0.726027,1581.231232,1581.231232,1508.000743,73.230489,14.595391,2.495576,27.971684,4.339224,0.170984,0.381968,0.381968,0.774597,30.46726,8,1.354716,0.0,0.0,73.230489,14.595391,1500.0,1485.90016,1508.204458,1511.720481,1530.715196,1566.63584,1506.948608,1508.000743,1523.521638,1581.231232,0.745356,22.75,0.2352,0.700635,-0.7216,1566.63584,0.726027,105.876939,dynamic_school_elo_v4_balance_adjusted,1602.797042,62.657095
广州城市理工学院::野狼,广州城市理工学院,广州城市理工学院,野狼,27,南部赛区,南部赛区,16,tier2,1884,52,9.465,0.581964,0.703392,1.821231,1,0.632456,-0.473779,-0.299644,-0.841037,2.613393,1.315811,0.503488,0.592902,0.647023,3.0,7,5,6,8.85,8.85,0.647023,0.592902,1547.432158,1588.80462,1588.80462,0.746835,1603.415668,1603.415668,1519.622867,83.792801,14.611048,2.49024,31.914237,4.195338,0.170435,0.380871,0.380871,0.760886,34.404477,9,1.283475,0.0,0.0,83.792801,14.611048,1513.239692,1484.525776,1529.339917,1519.736495,1552.649461,1588.80462,1531.145649,1519.622867,1545.903309,1603.415668,0.745356,22.75,0.2352,0.700635,-0.161321,1588.80462,0.746835,141.059786,dynamic_school_elo_v4_balance_adjusted,1628.68791,62.649921
哈尔滨工业大学（威海）::HERO,哈尔滨工业大学（威海）,哈尔滨工业大学（威海）,HERO,28,北部赛区,北部赛区,4,tier1,1884,15,17.2,0.777394,1.2,3.0,2,0.755929,0.983053,0.743118,1.773858,1.267183,0.638011,0.503488,0.562132,1.718108,3.0,8,13,6,17.1,17.1,1.718108,0.562132,1544.970573,1679.55708,1679.55708,0.850746,1677.115005,1677.115005,1578.647784,98.467221,-2.442075,-0.423834,38.11761,3.57869,0.173555,0.38711,0.38711,0.83887,37.693777,14,-1.179545,0.0,0.163976,98.467221,2.442075,1517.68571,1510.198515,1562.065656,1580.707775,1669.42874,1679.55708,1561.238728,1578.647784,1652.365059,1677.115005,0.874475,22.75,0.2352,0.822006,0.240449,1679.55708,0.850746,236.839323,dynamic_school_elo_v4_balance_adjusted,1719.486025,58.058487
华北理工大学::Horizon,华北理工大学,华北理工大学,Horizon,29,北部赛区,北部赛区,25,unseeded,1884,84,7.6,0.236072,0.355028,-1.1498,1,0.632456,-0.721164,-0.456104,-1.233385,0.643303,0.295674,0.459619,0.531886,-0.870385,-2.111801,2,3,4,4.9,4.9,-0.870385,0.531886,1542.550852,1444.443341,1444.443341,0.620253,1446.957358,1446.957358,1477.7545,-30.797142,2.514016,0.420658,-11.538162,4.139941,0.167325,0.37465,0.37465,0.68313,-11.117503,5,-5.202519,0.0,0.0,30.797142,2.514016,1505.370633,1483.407732,1511.915153,1479.89805,1435.406696,1444.443341,1511.793848,1477.7545,1437.390665,1446.957358,0.654654,22.75,0.2352,0.615374,-0.206923,1444.443341,0.620253,136.621188,dynamic_school_elo_v4_balance_adjusted,1432.26326,62.914172
太原理工大学::TRoMaC,太原理工大学,太原理工大学,TRoMaC,30,南部赛区,南部赛区,6,tier1,1884,13,18.04,0.526622,1.2,3.0,2,0.755929,0.71691,0.541933,1.269353,0.78663,0.36155,0.459619,0.502118,1.983677,3.0,15,12,4,17.15,17.15,1.983677,0.502118,1540.169452,1695.275623,1695.275623,0.851117,1674.817521,1674.817521,1572.895166,101.922355,-20.458102,-3.532293,39.272694,3.298857,0.17266,0.38532,0.38532,0.816497,35.740401,14,0.313204,0.0,1.403047,101.922355,20.458102,1511.980642,1559.939179,1575.250892,1587.470359,1690.227065,1695.275623,1562.914618,1572.895166,1661.762707,1674.817521,0.866025,22.75,0.2352,0.814064,0.465636,1695.275623,0.851117,279.202877,dynamic_school_elo_v4_balance_adjusted,1733.225037,59.27261
北方工业大学::DreamTeam,北方工业大学,北方工业大学,DreamTeam,31,北部赛区,北部赛区,14,tier2,1884,45,11.0,-0.299197,-0.106772,-0.13142,2,0.755929,0.331028,0.250234,0.537871,1.823294,0.883352,0.484481,0.472789,0.119906,1.543536,0,12,5,13.75,13.75,0.119906,0.472789,1537.82313,1535.084597,1535.084597,0.820896,1537.337058,1537.337058,1492.105716,45.231342,2.252461,0.389642,17.457927,3.071213,0.172985,0.38597,0.38597,0.824621,17.847568,13,0.418564,0.0,0.0,45.231342,2.252461,1493.193264,1493.193264,1492.526608,1505.480592,1511.655938,1535.084597,1487.335892,1492.105716,1499.053168,1537.337058,0.866025,22.75,0.2352,0.814064,0.0,1535.084597,0.820896,50.640899,dynamic_school_elo_v4_balance_adjusted,1556.421943,54.131006
桂林电子科技大学::Evolution,桂林电子科技大学,桂林电子科技大学,Evolution,32,南部赛区,南部赛区,11,tier2,1884,28,14.365,1.05,1.2,3.0,1,0.632456,-0.035777,-0.022628,-0.146373,1.114369,0.512186,0.459619,0.443861,1.21625,3.0,13,5,4,9.65,9.65,1.21625,0.443861,1535.508905,1623.827496,1623.827496,0.762846,1620.056076,1620.056076,1553.517669,66.538407,-3.771419,-0.637763,25.165394,3.275154,0.169104,0.378209,0.378209,0.727607,24.527631,6,-3.067563,0.0,0.210039,66.538407,3.771419,1523.8875,1520.996468,1566.226023,1556.051641,1612.246728,1623.827496,1563.066232,1553.517669,1599.025137,1620.056076,0.745356,22.75,0.2352,0.700635,0.486008,1623.827496,0.762846,161.906019,dynamic_school_elo_v4_balance_adjusted,1648.352679,59.293121
合肥工业大学::苍穹,合肥工业大学,合肥工业大学,苍穹,33,东部赛区,东部赛区,17,unseeded,1884,57,8.665,0.199753,0.386021,0.735479,1,0.632456,-0.318092,-0.201179,-0.594119,0.482845,0.205463,0.425525,0.4153,0.228353,1.061859,3,5,3,6.8,6.8,0.228353,0.4153,1533.224024,1523.140457,1523.140457,0.693878,1518.809423,1518.809423,1504.322228,14.487195,-4.331034,-0.728845,5.455422,3.141883,0.168284,0.376569,0.376569,0.707107,4.726577,4,-0.443714,0.0,0.184492,14.487195,4.331034,1504.544381,1501.654957,1520.128082,1508.555617,1519.69552,1523.140457,1516.215407,1504.322228,1513.147764,1518.809423,0.745356,22.75,0.2352,0.700635,0.159912,1523.140457,0.693878,29.530002,dynamic_school_elo_v4_balance_adjusted,1530.380711,57.549179
安徽信息工程学院::Artisans,安徽信息工程学院,安徽信息工程学院,Artisans,34,东部赛区,东部赛区,20,unseeded,1884,65,8.415,0.342434,0.336432,0.906204,1,0.632456,0.242499,0.15337,0.294969,-0.325877,-0.122294,0.375278,0.387074,0.361574,0.923856,2,5,2,6.2,6.2,0.361574,0.387074,1530.965934,1519.718403,1519.718403,0.673913,1507.935183,1507.935183,1506.728119,1.207063,-11.78322,-1.97163,0.452227,3.012798,0.167325,0.37465,0.37465,0.68313,-1.519403,5,0.907573,0.0,0.0,1.207063,11.78322,1507.790368,1493.853752,1511.86499,1510.161437,1528.813879,1519.718403,1508.966856,1506.728119,1521.955221,1507.935183,0.745356,22.75,0.2352,0.700635,-0.450411,1519.718403,0.673913,25.145388,dynamic_school_elo_v4_balance_adjusted,1522.119372,57.663638
武汉科技大学::崇实,武汉科技大学,武汉科技大学,崇实,35,东部赛区,南部赛区,28,unseeded,1884,152,4.65,-0.087338,0.04481,0.244426,0,0.0,0.0,0.0,0.0,0.540464,0.261845,0.484481,0.359153,0.001779,0.380526,2,0,5,2.25,2.25,0.001779,0.359153,1528.732252,1506.245469,1506.245469,0.428571,1501.118188,1501.118188,1497.402221,3.715967,-5.12728,-0.845011,1.373473,3.001234,0.164807,0.369614,0.369614,0.620174,0.528462,2,-4.775027,0.0,0.081474,3.715967,5.12728,1498.013063,1498.754838,1502.761835,1502.761835,1500.106749,1506.245469,1497.402221,1497.402221,1494.054264,1501.118188,0.0,22.75,0.2352,0.0,0.134226,1506.245469,0.428571,36.186532,dynamic_school_elo_v4_balance_adjusted,1504.918664,69.763686
广东工业大学::DynamicX,广东工业大学,广东工业大学,DynamicX,36,南部赛区,南部赛区,4,tier1,1884,6,20.0,0.86992,1.2,3.0,2,0.755929,0.615277,0.465106,1.076698,0.683486,0.29084,0.425525,0.331509,2.003232,3.0,15,13,3,17.8,17.8,2.003232,0.331509,1526.520752,1718.308824,1718.308824,0.855769,1703.16422,1703.16422,1610.851443,92.312776,-15.144604,-2.614865,35.569934,2.177977,0.17266,0.38532,0.38532,0.816497,32.955068,12,0.853237,0.0,1.048606,92.312776,15.144604,1519.790683,1551.242869,1573.664897,1613.467394,1713.464817,1718.308824,1563.432615,1610.851443,1692.619607,1703.16422,0.874475,22.75,0.2352,0.822006,0.535238,1718.308824,0.855769,301.147295,dynamic_school_elo_v4_balance_adjusted,1753.246501,57.75235
电子科技大学中山学院::RoboBraver,电子科技大学中山学院,电子科技大学中山学院,RoboBraver,37,南部赛区,南部赛区,8,tier1,1884,20,16.64,0.443607,1.164572,3.0,2,0.755929,0.146883,0.111033,0.188803,-0.67045,-0.285293,0.425525,0.304117,1.561808,3.0,12,12,3,16.05,16.05,1.561808,0.304117,1524.329338,1650.952939,1650.952939,0.84252,1620.678992,1620.678992,1578.426324,42.252668,-30.273948,-5.216289,16.250622,2.022707,0.172303,0.384606,0.384606,0.807573,11.034333,15,0.269491,0.0,2.017644,42.252668,30.273948,1510.092068,1568.18679,1575.435055,1589.482699,1666.55313,1650.952939,1560.934902,1578.426324,1643.084821,1620.678992,0.866025,22.75,0.2352,0.814064,0.459433,1650.952939,0.84252,201.437351,dynamic_school_elo_v4_balance_adjusted,1662.261827,54.328522
首都师范大学::PIE,首都师范大学,首都师范大学,PIE,38,东部赛区,东部赛区,11,tier2,1884,38,12.235,0.197159,1.009605,2.808117,3,0.816497,0.317817,0.259497,0.5611,0.244679,0.118542,0.484481,0.27695,1.42485,3.0,10,9,5,13.25,13.25,1.42485,0.27695,1522.156033,1613.963022,1613.963022,0.815385,1600.119561,1600.119561,1533.530259,66.589302,-13.843462,-2.379815,25.558168,1.866843,0.171909,0.383818,0.383818,0.797724,23.178352,9,-2.441787,0.0,0.860705,66.589302,13.843462,1504.485364,1497.521349,1550.231468,1540.636264,1617.273749,1613.963022,1551.256548,1533.530259,1600.254095,1600.119561,0.83205,22.75,0.2352,0.782127,0.295386,1613.963022,0.815385,175.542245,dynamic_school_elo_v4_balance_adjusted,1635.705725,57.066056
河北科技大学::Actor&Thinker,河北科技大学,河北科技大学,Actor&Thinker,39,北部赛区,北部赛区,23,unseeded,1884,79,7.85,0.000865,0.156671,-0.989916,1,0.632456,-0.074337,-0.047015,-0.207528,1.890306,0.980163,0.518521,0.249987,-0.450191,-0.265447,2,4,7,6.95,6.95,-0.450191,0.249987,1519.99896,1490.227302,1490.227302,0.698492,1500.761839,1500.761839,1480.007623,20.754217,10.534537,1.795458,7.904677,1.768893,0.170435,0.380871,0.380871,0.760886,9.700135,8,-0.73532,0.0,0.0,20.754217,10.534537,1500.019673,1478.897406,1501.403223,1482.565612,1461.400268,1490.227302,1501.1367,1480.007623,1460.847087,1500.761839,0.707107,22.75,0.2352,0.66468,-0.184291,1490.227302,0.698492,61.795731,dynamic_school_elo_v4_balance_adjusted,1500.96101,58.104023
东南大学::3SE,东南大学,东南大学,3SE,40,东部赛区,东部赛区,4,tier1,1884,14,17.94,0.485115,1.186887,3.0,4,0.852803,0.47192,0.402455,0.91959,-0.895672,-0.381131,0.425525,0.223204,1.980287,3.0,12,18,3,22.05,22.05,1.980287,0.223204,1517.856332,1682.727005,1682.727005,0.88024,1666.640117,1666.640117,1610.927551,55.712566,-16.086888,-2.799738,21.620768,1.396418,0.174039,0.388077,0.388077,0.850963,18.821029,21,1.439733,0.0,1.173795,55.712566,16.086888,1511.036355,1506.778315,1561.233352,1598.691529,1702.730852,1682.727005,1561.207299,1610.927551,1694.527133,1666.640117,0.904534,22.75,0.2352,0.850262,0.33239,1682.727005,0.88024,239.283656,dynamic_school_elo_v4_balance_adjusted,1703.210391,52.797447
大连理工大学::凌BUG,大连理工大学,大连理工大学,凌BUG,41,北部赛区,北部赛区,5,tier1,1884,16,17.18,0.82236,0.89431,3.0,4,0.852803,0.386241,0.329388,0.736362,1.031481,0.499734,0.484481,0.19658,1.845726,3.0,8,24,5,27.75,27.75,1.845726,0.19658,1515.726439,1718.276732,1718.276732,0.902439,1729.826151,1729.826151,1637.189712,92.636439,11.549419,2.025914,36.20466,1.168401,0.175413,0.390825,0.390825,0.885316,38.230573,24,0.568175,0.0,0.0,92.636439,11.549419,1518.708687,1514.112179,1548.497808,1613.795398,1709.776376,1718.276732,1544.901542,1637.189712,1710.812436,1729.826151,0.92582,22.75,0.2352,0.870271,0.286969,1718.276732,0.902439,307.304326,dynamic_school_elo_v4_balance_adjusted,1758.243882,55.058265
浙江大学::Hello World,浙江大学,浙江大学,Hello World,42,东部赛区,东部赛区,1,tier1,1884,4,21.1,1.05,1.2,3.0,2,0.755929,0.985265,0.744791,1.778052,1.848185,0.930539,0.503488,0.170095,2.101399,3.0,16,13,6,19.1,19.1,2.101399,0.170095,1513.607637,1755.107661,1755.107661,0.864253,1762.72668,1762.72668,1644.495361,118.231319,7.619019,1.322317,45.768483,1.082875,0.173555,0.38711,0.38711,0.83887,47.090801,16,1.058575,0.0,0.0,118.231319,7.619019,1523.8875,1575.973355,1580.413756,1636.362966,1738.175139,1755.107661,1564.483827,1644.495361,1723.837019,1762.72668,0.874475,22.75,0.2352,0.822006,0.676488,1755.107661,0.864253,368.408937,dynamic_school_elo_v4_balance_adjusted,1804.339912,57.443998
山东理工大学::齐奇,山东理工大学,山东理工大学,齐奇,43,北部赛区,北部赛区,22,unseeded,1884,77,7.9,0.134898,0.355028,0.925784,1,0.632456,-0.215365,-0.136209,-0.431195,0.363621,0.167127,0.459619,0.143729,0.102979,0.818382,3,4,4,6.15,6.15,0.102979,0.143729,1511.498339,1517.102975,1517.102975,0.672131,1510.424243,1510.424243,1507.004053,3.42019,-6.678732,-1.123926,1.287936,1.087359,0.168284,0.376569,0.376569,0.707107,0.16401,6,0.18546,0.0,0.266238,3.42019,6.678732,1503.068933,1499.810802,1517.134672,1511.234649,1513.646161,1517.102975,1513.329106,1507.004053,1507.664102,1510.424243,0.707107,22.75,0.2352,0.66468,-0.000632,1517.102975,0.672131,16.155256,dynamic_school_elo_v4_balance_adjusted,1518.273566,57.334109
香港科技大学（广州）::PnX,香港科技大学（广州）,香港科技大学（广州）,PnX,44,北部赛区,北部赛区,30,unseeded,1884,120,5.425,0.0,-0.311327,-2.056243,1,0.632456,0.012013,0.007598,-0.070577,0.509377,0.216752,0.425525,0.117463,-0.932446,-2.591773,0,4,3,5.05,5.05,-0.932446,0.117463,1509.397005,1432.541486,1432.541486,0.627329,1431.633721,1431.633721,1464.980727,-33.347006,-0.907766,-0.151892,-12.493469,0.914272,0.167325,0.37465,0.37465,0.68313,-12.645361,4,-1.425969,0.0,0.02819,33.347006,0.907766,1500.0,1500.0,1482.877,1474.375894,1427.021379,1432.541486,1474.649667,1464.980727,1425.326361,1431.633721,0.707107,22.75,0.2352,0.66468,0.0,1432.541486,0.627329,112.564449,dynamic_school_elo_v4_balance_adjusted,1419.356238,62.177355
东北大学秦皇岛分校::征龙凌沧,东北大学秦皇岛分校,东北大学秦皇岛分校,征龙凌沧,45,北部赛区,北部赛区,19,unseeded,1884,63,8.515,0.186782,0.34263,0.461463,1,0.632456,0.216294,0.136796,0.253409,0.974996,0.472368,0.484481,0.091277,0.219917,1.214512,2,5,5,7.25,7.25,0.219917,0.091277,1507.302136,1526.925791,1526.925791,0.707317,1527.79624,1527.79624,1500.460742,27.335498,0.870449,0.147815,10.377334,0.658768,0.169814,0.379628,0.379628,0.745356,10.525148,7,-2.876442,0.0,0.0,27.335498,0.870449,1504.249292,1482.820954,1509.079594,1502.622819,1515.032653,1526.925791,1508.752067,1500.460742,1510.157189,1527.79624,0.745356,22.75,0.2352,0.700635,-0.524729,1526.925791,0.707317,50.706044,dynamic_school_elo_v4_balance_adjusted,1535.233265,57.531894
上海交通大学::交龙,上海交通大学,上海交通大学,交龙,46,南部赛区,南部赛区,1,tier1,1884,1,25.0,1.05,1.2,3.0,2,0.755929,1.195639,0.903818,2.176839,0.221248,0.114722,0.518521,0.065153,2.323306,3.0,15,14,7,20.2,20.2,2.323306,0.065153,1505.212264,1797.19157,1797.19157,0.87069,1792.074566,1792.074566,1716.541815,75.532751,-5.117004,-0.890556,29.312526,0.407614,0.174039,0.388077,0.388077,0.850963,28.421971,16,3.254038,0.0,0.367983,75.532751,5.117004,1523.8875,1657.259169,1599.751504,1697.703968,1803.295386,1797.19157,1564.73114,1716.541815,1792.779335,1792.074566,0.881917,22.75,0.2352,0.829002,0.709719,1797.19157,0.87069,376.251083,dynamic_school_elo_v4_balance_adjusted,1828.90721,54.406541
江苏大学::Aurora,江苏大学,江苏大学,Aurora,47,东部赛区,东部赛区,27,unseeded,1884,114,5.6,0.236072,-0.109871,-1.4205,1,0.632456,-0.381565,-0.241323,-0.694786,-0.525828,-0.223753,0.425525,0.039074,-0.929702,-3.0,0,4,3,5.05,5.05,-0.929702,0.039074,1503.125942,1422.360481,1422.360481,0.627329,1412.163876,1412.163876,1473.939749,-61.775873,-10.196605,-1.706149,-23.144356,0.304135,0.167325,0.37465,0.37465,0.68313,-24.850505,2,-1.590758,0.0,0.316649,61.775873,10.196605,1505.370633,1505.370633,1495.220262,1482.436194,1432.543573,1422.360481,1487.143676,1473.939749,1431.050083,1412.163876,0.707107,22.75,0.2352,0.66468,0.0,1422.360481,0.627329,154.645346,dynamic_school_elo_v4_balance_adjusted,1395.906705,65.499105
南华大学::MA,南华大学,南华大学,MA,48,南部赛区,南部赛区,20,unseeded,1884,77,7.9,0.173811,0.355028,-0.168654,1,0.632456,-0.248288,-0.157031,-0.483411,-0.21313,-0.090692,0.425525,0.013022,-0.30776,-0.99947,3,4,3,5.8,5.8,-0.30776,0.013022,1501.041745,1472.025773,1472.025773,0.659091,1464.501717,1464.501717,1491.581017,-27.0793,-7.524056,-1.258964,-10.145271,0.101356,0.167325,0.37465,0.37465,0.68313,-11.404235,3,-0.779757,0.0,0.290461,27.0793,7.524056,1503.954202,1492.968579,1514.983794,1495.678704,1478.662126,1472.025773,1512.718407,1491.581017,1475.77785,1464.501717,0.707107,22.75,0.2352,0.66468,-0.082691,1472.025773,0.659091,64.689547,dynamic_school_elo_v4_balance_adjusted,1459.652675,60.240531
复旦大学::星云EGA,复旦大学,复旦大学,星云EGA,49,北部赛区,北部赛区,32,unseeded,1884,220,3.125,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.401729,0.644262,0.459619,-0.013022,-0.036407,0.819408,0,0,4,1.4,1.4,-0.036407,-0.013022,1498.958255,1517.128403,1517.128403,0.318182,1520.006389,1520.006389,1493.957717,26.048673,2.877986,0.469382,11.982389,-0.11389,0.163094,0.46,0.46,0.57735,12.451772,2,1.659686,3.688102,0.0,26.048673,2.877986,1500.0,1500.0,1500.0,1500.0,1497.81557,1517.128403,1493.957717,1493.957717,1491.982038,1520.006389,0.0,22.75,0.2352,0.0,0.0,1517.128403,0.318182,52.444595,dynamic_school_elo_v4_balance_adjusted,1534.814073,76.894632
成都信息工程大学::风信子,成都信息工程大学,成都信息工程大学,风信子,50,北部赛区,北部赛区,24,unseeded,1884,82,7.775,-0.042372,0.053339,-1.144418,1,0.632456,-0.86326,-0.545974,-1.458747,1.999826,0.968879,0.484481,-0.039074,-0.773875,-0.981397,0,4,5,5.75,5.75,-0.773875,-0.039074,1496.874058,1472.473907,1472.473907,0.657143,1484.507275,1484.507275,1477.830355,6.676919,12.033368,2.034894,2.525268,-0.28832,0.169104,0.378209,0.378209,0.727607,4.560162,3,-4.498999,0.0,0.0,6.676919,12.033368,1499.03604,1499.03604,1502.706943,1485.483407,1443.918606,1472.473907,1497.265746,1477.830355,1441.927157,1484.507275,0.707107,22.75,0.2352,0.66468,0.0,1472.473907,0.657143,47.609438,dynamic_school_elo_v4_balance_adjusted,1472.246749,58.610688
长沙理工大学::云嵌,长沙理工大学,长沙理工大学,云嵌,51,南部赛区,南部赛区,25,unseeded,1884,105,5.975,-0.277579,-0.165659,-2.990801,1,0.632456,-1.031879,-0.652617,-1.726174,0.821759,0.377696,0.459619,-0.065153,-1.591277,-3.0,0,3,4,4.4,4.4,-1.591277,-0.065153,1494.787736,1392.426151,1392.426151,0.594595,1397.234275,1397.234275,1451.810755,-54.57648,4.808124,0.80452,-20.4471,-0.507122,0.167325,0.37465,0.37465,0.68313,-19.64258,3,-3.514882,0.0,0.0,54.57648,4.808124,1493.68508,1493.68508,1489.403488,1459.79253,1379.780757,1392.426151,1483.683796,1451.810755,1383.324541,1397.234275,0.654654,22.75,0.2352,0.615374,0.0,1392.426151,0.594595,165.261071,dynamic_school_elo_v4_balance_adjusted,1368.761567,66.112946
哈尔滨工程大学::创梦之翼,哈尔滨工程大学,哈尔滨工程大学,创梦之翼,52,北部赛区,北部赛区,8,tier1,1884,25,14.78,0.91921,0.978612,2.492633,2,0.755929,0.160405,0.121255,0.214435,0.144548,0.066437,0.459619,-0.091277,1.31168,3.0,9,9,4,12.65,12.65,1.31168,-0.091277,1492.697864,1608.787598,1608.787598,0.808307,1588.286084,1588.286084,1529.084402,59.201683,-20.501514,-3.515432,22.670909,-0.624347,0.171472,0.382944,0.382944,0.786796,19.155477,10,-0.241075,0.0,1.246545,59.201683,20.501514,1520.912024,1510.537447,1550.285117,1544.364112,1613.399158,1608.787598,1547.864996,1529.084402,1590.857476,1588.286084,0.83205,22.75,0.2352,0.782127,0.066952,1608.787598,0.808307,197.28055,dynamic_school_elo_v4_balance_adjusted,1625.831108,56.890235
