season,event_code,league,zone_id,zone_name,group_name,group_order,college_name,college_logo,team_name,rank,w_d_l,points,total_victory_point_diff,total_team_damage,total_robot_hp_remaining,metrics_json
2026,2026RMUL,RMUL,583,山东站,A组,4,北京石油化工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/208741ec-7e96-41fd-98af-ceab9c6e5a85,Unicorn行空,4,0/0/3,0,-1121,2468,2778,"{""全队总伤害血量"": 2468, ""全队机器人总剩余血量"": 2778, ""总净胜胜利点"": -1121, ""排名"": 4, ""积分"": 0, ""胜/平/负"": ""0/0/3""}"
2026,2026RMUL,RMUL,583,山东站,B组,1,太原理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bcceed5a-13b9-4a19-8236-56b2bb40b58b,TRoMaC,1,2/0/0,6,780,10324,3422,"{""全队总伤害血量"": 10324, ""全队机器人总剩余血量"": 3422, ""总净胜胜利点"": 780, ""排名"": 1, ""积分"": 6, ""胜/平/负"": ""2/0/0""}"
2026,2026RMUL,RMUL,583,山东站,B组,2,北京化工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/fb24434a-41ab-40c0-bfef-15d977f1eb93,百花机甲,2,1/0/1,3,20,980,3358,"{""全队总伤害血量"": 980, ""全队机器人总剩余血量"": 3358, ""总净胜胜利点"": 20, ""排名"": 2, ""积分"": 3, ""胜/平/负"": ""1/0/1""}"
2026,2026RMUL,RMUL,583,山东站,B组,3,北京农学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a4cd5c1c-e9ef-4f0d-9304-415cf9833ec4,银杏,3,0/0/2,0,-800,340,3444,"{""全队总伤害血量"": 340, ""全队机器人总剩余血量"": 3444, ""总净胜胜利点"": -800, ""排名"": 3, ""积分"": 0, ""胜/平/负"": ""0/0/2""}"
2026,2026RMUL,RMUL,583,山东站,C组,1,中国石油大学（华东）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ca37313c-d7ce-4887-a872-fe558d3e39bd,RPS,1,3/0/0,9,916,18532,4468,"{""全队总伤害血量"": 18532, ""全队机器人总剩余血量"": 4468, ""总净胜胜利点"": 916, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,583,山东站,C组,2,北京交通大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/285c3dae-5e10-4af0-9142-9d2e5562c617,BNGU,2,1/1/1,4,-68,8317,4698,"{""全队总伤害血量"": 8317, ""全队机器人总剩余血量"": 4698, ""总净胜胜利点"": -68, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/1""}"
2026,2026RMUL,RMUL,583,山东站,C组,3,郑州升达经贸管理学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/9229bd21-2e83-4594-95b3-2888a8ba7417,EW,3,1/0/2,3,-245,7034,5016,"{""全队总伤害血量"": 7034, ""全队机器人总剩余血量"": 5016, ""总净胜胜利点"": -245, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,583,山东站,C组,4,燕山大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676163698-logo_blue_800x800.png,燕鹰,4,0/1/2,1,-603,6579,2632,"{""全队总伤害血量"": 6579, ""全队机器人总剩余血量"": 2632, ""总净胜胜利点"": -603, ""排名"": 4, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,583,山东站,D组,1,石家庄铁道大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/9765d5e2-0062-4e6d-a04b-f10be38645f8,铁道兵,1,2/0/0,6,623,6190,3204,"{""全队总伤害血量"": 6190, ""全队机器人总剩余血量"": 3204, ""总净胜胜利点"": 623, ""排名"": 1, ""积分"": 6, ""胜/平/负"": ""2/0/0""}"
2026,2026RMUL,RMUL,583,山东站,D组,2,山东科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675697079-logo_blue_800x800.png,SmartRobot,2,0/1/1,1,-285,4813,1684,"{""全队总伤害血量"": 4813, ""全队机器人总剩余血量"": 1684, ""总净胜胜利点"": -285, ""排名"": 2, ""积分"": 1, ""胜/平/负"": ""0/1/1""}"
2026,2026RMUL,RMUL,583,山东站,D组,3,青岛理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e1cd5c73-6b02-4f96-9fc7-9afc627af87d,move,3,0/1/1,1,-338,4633,1988,"{""全队总伤害血量"": 4633, ""全队机器人总剩余血量"": 1988, ""总净胜胜利点"": -338, ""排名"": 3, ""积分"": 1, ""胜/平/负"": ""0/1/1""}"
2026,2026RMUL,RMUL,583,山东站,E组,1,北京理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667569344-logo_green_800x800.png,追梦,1,3/0/0,9,1100,15716,5290,"{""全队总伤害血量"": 15716, ""全队机器人总剩余血量"": 5290, ""总净胜胜利点"": 1100, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,583,山东站,E组,2,河北工业职业技术大学,https://hz-rm-bbs-web-prod.oss-cn-hangzhou.aliyuncs.com/d99bbb0ed06c49fe92d8551ae7373e8d1762164294671/校徽.png,FEver,2,2/0/1,6,342,6082,3216,"{""全队总伤害血量"": 6082, ""全队机器人总剩余血量"": 3216, ""总净胜胜利点"": 342, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,583,山东站,E组,3,济南大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/5e404047-51d1-4a48-a498-487f50cca044,TFT,3,1/0/2,3,-266,2195,4728,"{""全队总伤害血量"": 2195, ""全队机器人总剩余血量"": 4728, ""总净胜胜利点"": -266, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,583,山东站,E组,4,枣庄学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2161258c-ebdd-4864-aeb9-7df838f7cde5,Summit,4,0/0/3,0,-1176,1360,3546,"{""全队总伤害血量"": 1360, ""全队机器人总剩余血量"": 3546, ""总净胜胜利点"": -1176, ""排名"": 4, ""积分"": 0, ""胜/平/负"": ""0/0/3""}"
2026,2026RMUL,RMUL,583,山东站,F组,1,哈尔滨工业大学（威海）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/496f97c0-f329-4457-ae1e-1476c467ff94,HERO,1,1/1/0,4,415,11536,3204,"{""全队总伤害血量"": 11536, ""全队机器人总剩余血量"": 3204, ""总净胜胜利点"": 415, ""排名"": 1, ""积分"": 4, ""胜/平/负"": ""1/1/0""}"
2026,2026RMUL,RMUL,583,山东站,F组,2,齐鲁工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4c4f28ef-93a7-4df1-ada4-5c0ad826f07d,Adam,2,1/1/0,4,342,6168,2670,"{""全队总伤害血量"": 6168, ""全队机器人总剩余血量"": 2670, ""总净胜胜利点"": 342, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/0""}"
2026,2026RMUL,RMUL,583,山东站,F组,3,青岛科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/ee75e3ad-568b-4bcd-9d37-b5c999b9aa53,YKTKEMIAO,3,0/0/2,0,-757,2221,1180,"{""全队总伤害血量"": 2221, ""全队机器人总剩余血量"": 1180, ""总净胜胜利点"": -757, ""排名"": 3, ""积分"": 0, ""胜/平/负"": ""0/0/2""}"
2026,2026RMUL,RMUL,583,山东站,G组,1,沈阳建筑大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678622339-logo_blue_800x800.png,简锋,1,3/0/0,9,769,11411,4712,"{""全队总伤害血量"": 11411, ""全队机器人总剩余血量"": 4712, ""总净胜胜利点"": 769, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,583,山东站,G组,2,首都师范大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a061e111-f402-4e01-884e-0b5c95f7ab5e,PIE,2,2/0/1,6,418,8122,3754,"{""全队总伤害血量"": 8122, ""全队机器人总剩余血量"": 3754, ""总净胜胜利点"": 418, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,583,山东站,G组,3,青岛大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a5fece37-9a43-40a6-89a7-154a35a20ffb,未来,3,1/0/2,3,1,10134,4622,"{""全队总伤害血量"": 10134, ""全队机器人总剩余血量"": 4622, ""总净胜胜利点"": 1, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,583,山东站,G组,4,山东华宇工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e0ea1676-70cd-4f80-ad79-27a9e8e5a950,preserve,4,0/0/3,0,-1188,480,3648,"{""全队总伤害血量"": 480, ""全队机器人总剩余血量"": 3648, ""总净胜胜利点"": -1188, ""排名"": 4, ""积分"": 0, ""胜/平/负"": ""0/0/3""}"
2026,2026RMUL,RMUL,583,山东站,H组,1,北京科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666158923-logo_blue_800x800.png,Reborn,1,1/1/0,4,572,6173,4258,"{""全队总伤害血量"": 6173, ""全队机器人总剩余血量"": 4258, ""总净胜胜利点"": 572, ""排名"": 1, ""积分"": 4, ""胜/平/负"": ""1/1/0""}"
2026,2026RMUL,RMUL,583,山东站,H组,2,济宁学院,https://hz-rm-bbs-web-prod.oss-cn-hangzhou.aliyuncs.com/926b9c2a260240ed92c26a4f1403330c1762429074499/jnxy(last).png,凌云,2,1/1/0,4,215,5617,1740,"{""全队总伤害血量"": 5617, ""全队机器人总剩余血量"": 1740, ""总净胜胜利点"": 215, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/0""}"
2026,2026RMUL,RMUL,583,山东站,H组,3,山东石油化工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c46c9bae-36e5-43f4-86ac-0fba54fca3ea,FR,3,0/0/2,0,-787,480,1848,"{""全队总伤害血量"": 480, ""全队机器人总剩余血量"": 1848, ""总净胜胜利点"": -787, ""排名"": 3, ""积分"": 0, ""胜/平/负"": ""0/0/2""}"
2026,2026RMUL,RMUL,584,重庆站,A组,1,西北工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674854703-logo_blue_800x800.png,WMJ,1,3/0/0,9,1078,10464,5664,"{""全队总伤害血量"": 10464, ""全队机器人总剩余血量"": 5664, ""总净胜胜利点"": 1078, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,A组,2,广西大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/0e0ea8db-28cd-444e-a013-bc0dcc2c0ea8,ROBOTZ,2,1/1/1,4,-77,6159,4279,"{""全队总伤害血量"": 6159, ""全队机器人总剩余血量"": 4279, ""总净胜胜利点"": -77, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/1""}"
2026,2026RMUL,RMUL,584,重庆站,A组,3,重庆理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679268288-logo_blue_800x800.png,士继DREAMER,3,1/0/2,3,-279,5134,3299,"{""全队总伤害血量"": 5134, ""全队机器人总剩余血量"": 3299, ""总净胜胜利点"": -279, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,584,重庆站,A组,4,茅台学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6a25b35b-4f18-4008-b2da-bf50b5000e32,MTI,4,0/1/2,1,-722,5724,3696,"{""全队总伤害血量"": 5724, ""全队机器人总剩余血量"": 3696, ""总净胜胜利点"": -722, ""排名"": 4, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,584,重庆站,B组,1,国防科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b25088a6-06fd-41a3-883f-bfbf29e7383f,军临,1,3/0/0,9,1182,9358,5250,"{""全队总伤害血量"": 9358, ""全队机器人总剩余血量"": 5250, ""总净胜胜利点"": 1182, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,B组,2,长沙理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/956efdbf-ed6c-4af2-ab13-6099e522ada6,云嵌,2,2/0/1,6,267,6092,3612,"{""全队总伤害血量"": 6092, ""全队机器人总剩余血量"": 3612, ""总净胜胜利点"": 267, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,584,重庆站,B组,3,长江大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/59d847ef-e404-46be-a416-9523cdb1e8b8,探索者,3,0/1/2,1,-723,5340,3954,"{""全队总伤害血量"": 5340, ""全队机器人总剩余血量"": 3954, ""总净胜胜利点"": -723, ""排名"": 3, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,584,重庆站,B组,4,重庆邮电大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/29a37ebb-1afa-4717-ad56-1c879070c60a,重山,4,0/1/2,1,-726,3098,3226,"{""全队总伤害血量"": 3098, ""全队机器人总剩余血量"": 3226, ""总净胜胜利点"": -726, ""排名"": 4, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,584,重庆站,C组,1,重庆大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667252663-logo_blue_800x800.png,千里,1,3/0/0,9,1064,6108,6216,"{""全队总伤害血量"": 6108, ""全队机器人总剩余血量"": 6216, ""总净胜胜利点"": 1064, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,C组,2,重庆第二师范学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/00552f72-6439-41fe-ac7c-2a60034907c7,扶光,2,2/0/1,6,321,4413,4014,"{""全队总伤害血量"": 4413, ""全队机器人总剩余血量"": 4014, ""总净胜胜利点"": 321, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,584,重庆站,C组,3,南华大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/3a47924a-603f-4784-a891-9d35a89b2f72,MA,3,1/0/2,3,-212,5771,4246,"{""全队总伤害血量"": 5771, ""全队机器人总剩余血量"": 4246, ""总净胜胜利点"": -212, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,584,重庆站,C组,4,联勤保障部队工程大学,https://rm-static.djicdn.com/games-backend/7c7e25cd-42c7-4419-bbbb-68743f068f6b,陆擎,4,0/0/3,0,-1173,711,5138,"{""全队总伤害血量"": 711, ""全队机器人总剩余血量"": 5138, ""总净胜胜利点"": -1173, ""排名"": 4, ""积分"": 0, ""胜/平/负"": ""0/0/3""}"
2026,2026RMUL,RMUL,584,重庆站,D组,1,长安大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678187820-logo_bule_800x800.png,VGD,1,1/2/0,5,-211,10297,3264,"{""全队总伤害血量"": 10297, ""全队机器人总剩余血量"": 3264, ""总净胜胜利点"": -211, ""排名"": 1, ""积分"": 5, ""胜/平/负"": ""1/2/0""}"
2026,2026RMUL,RMUL,584,重庆站,D组,2,火箭军工程大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4cc64673-2815-4f52-aeb1-385a7b9d90f6,东风,2,1/1/1,4,461,12473,4476,"{""全队总伤害血量"": 12473, ""全队机器人总剩余血量"": 4476, ""总净胜胜利点"": 461, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/1""}"
2026,2026RMUL,RMUL,584,重庆站,D组,3,重庆三峡学院,https://rm-static.djicdn.com/games-backend/866d186e-2c2c-440b-a549-1c9614fba738,LionHeart,3,1/1/1,4,57,8730,3977,"{""全队总伤害血量"": 8730, ""全队机器人总剩余血量"": 3977, ""总净胜胜利点"": 57, ""排名"": 3, ""积分"": 4, ""胜/平/负"": ""1/1/1""}"
2026,2026RMUL,RMUL,584,重庆站,D组,4,西安理工大学,https://hz-rm-bbs-web-prod.oss-cn-hangzhou.aliyuncs.com/0fe900715ae343dcba289b2239d013501761740067079/校徽800x800.png,NEXT E,4,0/2/1,2,-307,7075,3107,"{""全队总伤害血量"": 7075, ""全队机器人总剩余血量"": 3107, ""总净胜胜利点"": -307, ""排名"": 4, ""积分"": 2, ""胜/平/负"": ""0/2/1""}"
2026,2026RMUL,RMUL,584,重庆站,E组,1,西安电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676832533-logo_red_800x800.png,IRobot,1,3/0/0,9,1020,12382,5200,"{""全队总伤害血量"": 12382, ""全队机器人总剩余血量"": 5200, ""总净胜胜利点"": 1020, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,E组,2,湖南工学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/f9940d74-0292-4db8-b6a3-e6c130c49ae6,Seeker,2,2/0/1,6,421,8840,4950,"{""全队总伤害血量"": 8840, ""全队机器人总剩余血量"": 4950, ""总净胜胜利点"": 421, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,584,重庆站,E组,3,宜宾学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/158f1a5b-5420-4291-80fa-63d62cc50296,宜宾火燃面,3,1/0/2,3,-305,1748,4107,"{""全队总伤害血量"": 1748, ""全队机器人总剩余血量"": 4107, ""总净胜胜利点"": -305, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,584,重庆站,E组,4,重庆交通大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/dd7bf1bc-8b27-4c3f-a113-7d41ff23d953,RoadBot,4,0/0/3,0,-1136,1387,3720,"{""全队总伤害血量"": 1387, ""全队机器人总剩余血量"": 3720, ""总净胜胜利点"": -1136, ""排名"": 4, ""积分"": 0, ""胜/平/负"": ""0/0/3""}"
2026,2026RMUL,RMUL,584,重庆站,F组,1,西安交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666415627-logo_red_800x800.png,笃行,1,3/0/0,9,1130,33354,5526,"{""全队总伤害血量"": 33354, ""全队机器人总剩余血量"": 5526, ""总净胜胜利点"": 1130, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,F组,2,西南石油大学南充校区,https://hz-rm-bbs-web-prod.oss-cn-hangzhou.aliyuncs.com/f3d6712226214e679c1ba793ac4694621761814062677/未标题-1.png,泓龙,2,2/0/1,6,393,11124,4959,"{""全队总伤害血量"": 11124, ""全队机器人总剩余血量"": 4959, ""总净胜胜利点"": 393, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,584,重庆站,F组,3,北部湾大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/74e90e27-919b-44ce-8851-b7efb84211e5,飞虎,3,0/1/2,1,-684,3367,3845,"{""全队总伤害血量"": 3367, ""全队机器人总剩余血量"": 3845, ""总净胜胜利点"": -684, ""排名"": 3, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,584,重庆站,F组,4,湘潭大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6ee9d64c-9844-47d0-bfa7-4e428fc6d025,逐曦,4,0/1/2,1,-839,4202,4336,"{""全队总伤害血量"": 4202, ""全队机器人总剩余血量"": 4336, ""总净胜胜利点"": -839, ""排名"": 4, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,584,重庆站,G组,1,西南大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/55379741-dbe7-467a-b11d-ec6364320248,GKD,1,3/0/0,9,991,14096,4611,"{""全队总伤害血量"": 14096, ""全队机器人总剩余血量"": 4611, ""总净胜胜利点"": 991, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,G组,2,桂林信息科技学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d3dc9ad2-09a2-4a2a-b9cd-8ceee5baa400,GIRT,2,1/1/1,4,54,10901,2862,"{""全队总伤害血量"": 10901, ""全队机器人总剩余血量"": 2862, ""总净胜胜利点"": 54, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/1""}"
2026,2026RMUL,RMUL,584,重庆站,G组,3,湖南科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c84fe036-c583-4333-a18b-139d26f0a4ba,尘埃,3,1/0/2,3,-359,8141,3370,"{""全队总伤害血量"": 8141, ""全队机器人总剩余血量"": 3370, ""总净胜胜利点"": -359, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,584,重庆站,G组,4,新加坡国立大学,https://rm-static.djicdn.com/games-backend/f33ce866-f11f-4a8c-8479-90100f3764fb,Calibur,4,0/1/2,1,-686,7800,3015,"{""全队总伤害血量"": 7800, ""全队机器人总剩余血量"": 3015, ""总净胜胜利点"": -686, ""排名"": 4, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,584,重庆站,H组,1,桂林电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525673879563-logo_blue_800x800.png,Evolution,1,3/0/0,9,1108,15208,5810,"{""全队总伤害血量"": 15208, ""全队机器人总剩余血量"": 5810, ""总净胜胜利点"": 1108, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,584,重庆站,H组,2,桂林电子科技大学北海校区,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/27b1115d-8e7d-4195-a1b4-faafffefb68f,破浪笃行,2,1/1/1,4,143,5051,4456,"{""全队总伤害血量"": 5051, ""全队机器人总剩余血量"": 4456, ""总净胜胜利点"": 143, ""排名"": 2, ""积分"": 4, ""胜/平/负"": ""1/1/1""}"
2026,2026RMUL,RMUL,584,重庆站,H组,3,吉利学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/42fb6ab4-714f-42db-abdd-7575278096a9,吉风羽跃,3,1/0/2,3,-719,8329,4672,"{""全队总伤害血量"": 8329, ""全队机器人总剩余血量"": 4672, ""总净胜胜利点"": -719, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,584,重庆站,H组,4,贵州大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/0c07e0a0-3aac-44df-9f4f-1091cf266093,printk,4,0/1/2,1,-532,7219,3498,"{""全队总伤害血量"": 7219, ""全队机器人总剩余血量"": 3498, ""总净胜胜利点"": -532, ""排名"": 4, ""积分"": 1, ""胜/平/负"": ""0/1/2""}"
2026,2026RMUL,RMUL,585,东北站,A组,1,北方工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674177547-logo_purple_800x800.png,DreamTeam,1,3/0/0,9,1109,8668,5564,"{""全队总伤害血量"": 8668, ""全队机器人总剩余血量"": 5564, ""总净胜胜利点"": 1109, ""排名"": 1, ""积分"": 9, ""胜/平/负"": ""3/0/0""}"
2026,2026RMUL,RMUL,585,东北站,A组,2,沈阳航空航天大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525668135842-logo_blue_800x800.png,TUP,2,2/0/1,6,227,11630,4738,"{""全队总伤害血量"": 11630, ""全队机器人总剩余血量"": 4738, ""总净胜胜利点"": 227, ""排名"": 2, ""积分"": 6, ""胜/平/负"": ""2/0/1""}"
2026,2026RMUL,RMUL,585,东北站,A组,3,长春理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/1585b779-bd0e-4035-8b8c-2bdd2e4fea37,CVIR,3,1/0/2,3,-522,8472,4692,"{""全队总伤害血量"": 8472, ""全队机器人总剩余血量"": 4692, ""总净胜胜利点"": -522, ""排名"": 3, ""积分"": 3, ""胜/平/负"": ""1/0/2""}"
2026,2026RMUL,RMUL,585,东北站,A组,4,北京邮电大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/7ebc0748-d36b-4872-a789-c5d80274d972,逐雁,4,0/0/3,0,-814,6590,3294,"{""全队总伤害血量"": 6590, ""全队机器人总剩余血量"": 3294, ""总净胜胜利点"": -814, ""排名"": 4, ""积分"": 0, ""胜/平/负"": ""0/0/3""}"
