team_key,school_key,college_name,team_name,preferred_region,admitted_region,seed_rank_in_region,seed_tier,ranking_source,ranking_global_rank,ranking_score,shape_rank,program_base_theta,prior_delta_theta,regional_pre_theta,regional_pre_rating,pre_signal_sd_theta,pre_signal_sd_rating,rmuc_history_strength,beta_perf,mu0,sigma0
华中科技大学::狼牙,华中科技大学,华中科技大学,狼牙,东部赛区,南部赛区,13,tier2,1884,33,13.34,78,0.9128422040694029,0.14815923139080772,1.0610014354602106,1643.2351937871285,0.2919926764169434,39.41901131628735,0.812181857849467,1.8179707527160645,1643.2351937871285,39.41901131628735
桂林信息科技学院::GIRT,桂林信息科技学院,桂林信息科技学院,GIRT,南部赛区,南部赛区,14,tier2,1884,34,12.975,68,0.5275689750374775,-0.13027300296509942,0.39729597207237805,1553.634956229771,0.2919926764169434,39.41901131628735,0.8217691041299251,1.8179707527160645,1553.634956229771,39.41901131628735
国防科技大学::军临,国防科技大学,国防科技大学,军临,南部赛区,南部赛区,15,tier2,1884,49,10.56,54,0.11728757657887823,-0.03183959755360836,0.08544797902526988,1511.5354771684115,0.2919926764169434,39.41901131628735,0.5823307797022401,1.8179707527160645,1511.5354771684115,39.41901131628735
广州城市理工学院::野狼,广州城市理工学院,广州城市理工学院,野狼,南部赛区,南部赛区,16,tier2,1884,52,9.465,27,0.4166659766398051,0.5511883411945349,0.96785431783434,1630.6603329076358,0.2919926764169434,39.41901131628735,0.6299263451628985,1.8179707527160645,1630.6603329076358,39.41901131628735
厦门大学嘉庚学院::TCR,厦门大学嘉庚学院,厦门大学嘉庚学院,TCR,南部赛区,南部赛区,17,unseeded,1884,56,9.235,74,-0.4226774862984617,-0.2027376646166663,-0.625415150915128,1415.5689546264578,0.2919926764169434,39.41901131628735,0.8042318174068908,1.8179707527160645,1415.5689546264578,39.41901131628735
东莞理工学院::ACE,东莞理工学院,东莞理工学院,ACE,南部赛区,南部赛区,18,unseeded,1884,61,8.61,2,0.8005104192735679,0.5754487050093567,1.3759591242829248,1685.7544817781948,0.2919926764169434,39.41901131628735,0.6327885753704177,1.8179707527160645,1685.7544817781948,39.41901131628735
桂林理工大学::群星,桂林理工大学,桂林理工大学,群星,南部赛区,南部赛区,19,unseeded,1884,69,8.25,58,0.005031796861546249,0.49981602289428034,0.5048478197558266,1568.1544556670365,0.2919926764169434,39.41901131628735,0.600618219754533,1.8179707527160645,1568.1544556670365,39.41901131628735
南华大学::MA,南华大学,南华大学,MA,南部赛区,南部赛区,20,unseeded,1884,77,7.9,48,-0.6855626589536716,0.03799109074445473,-0.6475715682092169,1412.5778382917556,0.3649908455211792,49.273764145359195,0.596271602180787,1.8179707527160645,1412.5778382917556,49.273764145359195
深圳技术大学::悍匠,深圳技术大学,深圳技术大学,悍匠,南部赛区,南部赛区,21,unseeded,1884,79,7.85,59,-0.5586505793330394,-0.3168221745359083,-0.8754727538689477,1381.8111782276922,0.2919926764169434,39.41901131628735,0.6032394596809741,1.8179707527160645,1381.8111782276922,39.41901131628735
湘潭大学::逐曦,湘潭大学,湘潭大学,逐曦,南部赛区,南部赛区,22,unseeded,1884,92,6.85,71,-1.2524449201426897,-0.19127043766107882,-1.4437153578037685,1305.0984266964913,0.3649908455211792,49.273764145359195,0.5530942926192128,1.8179707527160645,1305.0984266964913,49.273764145359195
西交利物浦大学::GMaster,西交利物浦大学,西交利物浦大学,GMaster,南部赛区,南部赛区,23,unseeded,1884,96,6.28,79,-0.053728923201560974,-0.42795676164102187,-0.48168568484258284,1434.9724325462514,0.3649908455211792,49.273764145359195,0.1776159794943367,1.8179707527160645,1434.9724325462514,49.273764145359195
仲恺农业工程学院::奇点,仲恺农业工程学院,仲恺农业工程学院,奇点,南部赛区,南部赛区,24,unseeded,1884,100,6.165,15,0.5074801608441672,0.16591634478699738,0.6733965056311646,1590.9085282602073,0.2919926764169434,39.41901131628735,0.6457104325606584,1.8179707527160645,1590.9085282602073,39.41901131628735
长沙理工大学::云嵌,长沙理工大学,长沙理工大学,云嵌,南部赛区,南部赛区,25,unseeded,1884,105,5.975,51,-0.6833106279373169,-0.23189672729916688,-0.9152073552364838,1376.4470070430748,0.2919926764169434,39.41901131628735,0.567703954431353,1.8179707527160645,1376.4470070430748,39.41901131628735
重庆理工大学::士继DREAMER,重庆理工大学,重庆理工大学,士继DREAMER,北部赛区,南部赛区,26,unseeded,1884,128,5.25,90,-0.839725136756897,-0.49758837892691876,-1.3373135156838156,1319.462675382685,0.3649908455211792,49.273764145359195,0.5730233771522325,1.8179707527160645,1319.462675382685,49.273764145359195
广州航海学院::ICBK破冰船,广州航海学院,广州航海学院,ICBK破冰船,南部赛区,南部赛区,27,unseeded,1884,152,4.65,60,0.12514008581638336,0.3011357281202749,0.42627581393665825,1557.547234881449,0.2919926764169434,39.41901131628735,0.1785317532584492,1.8179707527160645,1557.547234881449,39.41901131628735
武汉科技大学::崇实,武汉科技大学,武汉科技大学,崇实,东部赛区,南部赛区,28,unseeded,1884,152,4.65,35,0.06821960210800171,0.1384362481044494,0.20665585021245111,1527.898539778681,0.2919926764169434,39.41901131628735,0.11670202222124677,1.8179707527160645,1527.898539778681,39.41901131628735
华南师范大学（佛山校区）::VANGUARD,华南师范大学（佛山校区）,华南师范大学（佛山校区）,VANGUARD,南部赛区,南部赛区,29,unseeded,1884,182,4.175,89,-0.13621847331523895,-0.8086963445407319,-0.9449148178559709,1372.4364995894439,0.2919926764169434,39.41901131628735,0.17865844907305417,1.8179707527160645,1372.4364995894439,39.41901131628735
武汉大学::珞珈狐,武汉大学,武汉大学,珞珈狐,南部赛区,南部赛区,30,unseeded,1884,185,4.13,95,-0.0559387281537056,-0.8824089763928219,-0.9383477045465275,1373.3230598862187,0.2919926764169434,39.41901131628735,0.1754098467779115,1.8179707527160645,1373.3230598862187,39.41901131628735
厦门理工学院::PFA,厦门理工学院,厦门理工学院,PFA,南部赛区,南部赛区,31,unseeded,1884,190,4.0,87,0.005046614911407232,-0.8233333737241504,-0.8182867588127432,1389.5312875602797,0.2919926764169434,39.41901131628735,0.1216536545219159,1.8179707527160645,1389.5312875602797,39.41901131628735
厦门大学::RCS,厦门大学,厦门大学,RCS,南部赛区,南部赛区,32,unseeded,1884,193,3.9,70,-0.06642622500658035,-0.251856565686829,-0.31828279069340937,1457.0318232563898,0.3649908455211792,49.273764145359195,0.12063986682525212,1.8179707527160645,1457.0318232563898,49.273764145359195
