team_key,school_key,college_name,team_name,preferred_region,admitted_region,seed_rank_in_region,seed_tier,ranking_source,ranking_global_rank,ranking_score,shape_rank,program_base_theta,prior_delta_theta,regional_pre_theta,regional_pre_rating,pre_signal_sd_theta,pre_signal_sd_rating,rmuc_history_strength,beta_perf,mu0,sigma0
华东理工大学::起源,华东理工大学,华东理工大学,起源,东部赛区,东部赛区,23,unseeded,1884,71,8.215,16,1.0937482754892867,0.31498443855866964,1.4087327140479564,1690.178916396474,0.2919926764169434,39.41901131628735,0.906046061107086,1.8179707527160645,1690.178916396474,39.41901131628735
太原科技大学::NewMaker,太原科技大学,太原科技大学,NewMaker,东部赛区,东部赛区,24,unseeded,1884,75,8.0,5,0.29049021005630493,0.8872418194479957,1.1777320295043006,1658.9938239830806,0.2919926764169434,39.41901131628735,0.1398510733797377,1.8179707527160645,1658.9938239830806,39.41901131628735
福建师范大学::PKA,福建师范大学,福建师范大学,PKA,东部赛区,东部赛区,25,unseeded,1884,85,7.375,88,0.01865629106760025,-0.5372526662748072,-0.5185963752072069,1429.989489347027,0.2919926764169434,39.41901131628735,0.11616611394223843,1.8179707527160645,1429.989489347027,39.41901131628735
青岛大学::未来,青岛大学,青岛大学,未来,东部赛区,东部赛区,26,unseeded,1884,90,7.1,75,-1.0352107176206145,-0.25512942778383796,-1.2903401454044525,1325.8040803703989,0.3649908455211792,49.273764145359195,0.5460749585647573,1.8179707527160645,1325.8040803703989,49.273764145359195
江苏大学::Aurora,江苏大学,江苏大学,Aurora,东部赛区,东部赛区,27,unseeded,1884,114,5.6,47,-0.903632640838623,0.043809330872744114,-0.859823309965879,1383.9238531546064,0.3649908455211792,49.273764145359195,0.6150737307414996,1.8179707527160645,1383.9238531546064,49.273764145359195
广西大学::ROBOTZ,广西大学,广西大学,ROBOTZ,东部赛区,东部赛区,28,unseeded,1884,120,5.425,57,-0.452374130487442,-0.25705271802334406,-0.7094268485107861,1404.2273754510438,0.2919926764169434,39.41901131628735,0.618338295537853,1.8179707527160645,1404.2273754510438,39.41901131628735
南京理工大学江阴校区::Combat,南京理工大学江阴校区,南京理工大学江阴校区,Combat,东部赛区,东部赛区,29,unseeded,1884,128,5.25,83,-0.11974029242992401,-0.7386238618348573,-0.8583641542647813,1384.1208391742546,0.2919926764169434,39.41901131628735,0.17917396945556743,1.8179707527160645,1384.1208391742546,39.41901131628735
杭州电子科技大学::PHOENIX,杭州电子科技大学,杭州电子科技大学,PHOENIX,东部赛区,东部赛区,30,unseeded,1884,163,4.48,55,0.039661407470703125,-0.014839133055786428,0.024822274414916697,1503.3510070460138,0.3649908455211792,49.273764145359195,0.13137186892065608,1.8179707527160645,1503.3510070460138,49.273764145359195
上海大学::SRM,上海大学,上海大学,SRM,东部赛区,东部赛区,31,unseeded,1884,191,3.975,64,-0.029770316556096077,-0.53660867008467,-0.566378986640766,1423.5388368034967,0.2919926764169434,39.41901131628735,0.17886798980400553,1.8179707527160645,1423.5388368034967,39.41901131628735
江南大学霞客湾校区::SHARK,江南大学霞客湾校区,江南大学霞客湾校区,SHARK,东部赛区,东部赛区,32,unseeded,1884,220,3.125,22,0.19577617943286896,0.8226428925946048,1.0184190720274737,1637.486574723709,0.2919926764169434,39.41901131628735,0.17968354263332964,1.8179707527160645,1637.486574723709,39.41901131628735
